	icao	latitude	longitude	pm10
2023	PAAQ	61.594722222222224	-149.08861111111113	2.29
2024	PABA	70.13388888888889	-143.57694444444445	0.51
2025	PABE	60.77972222222222	-161.83777777777777	0.52
2026	PABI	63.99444444444445	-145.7213888888889	0.51
2027	PABR	71.28527777777778	-156.76583333333335	1.46
2028	PABT	66.91527777777779	-151.52805555555557	0.5
2029	PACD	55.205555555555556	-162.72416666666666	0.56
2030	PACV	60.49166666666667	-145.4775	0.6
2031	PADK	51.87777777777778	-176.64583333333331	3.21
2032	PADL	59.04527777777778	-158.50333333333333	0.52
2033	PADQ	57.75	-152.4936111111111	0.55
2034	PADU	53.9	-166.54333333333332	0.61
2035	PAED	61.25111111111111	-149.8063888888889	0.73
2036	PAEH	58.64722222222222	-162.06055555555557	0.73
2037	PAEI	64.66555555555556	-147.1013888888889	0.56
2038	PAEN	60.573055555555555	-151.24499999999998	0.96
2039	PAFA	64.815	-147.85611111111112	0.59
2040	PAFB	64.83749999999999	-147.61444444444444	0.6
2041	PAGA	64.73611111111111	-156.93722222222223	0.5
2042	PAGK	62.15472222222222	-145.45638888888888	0.5
2043	PAGY	59.46	-135.31555555555556	0.58
2044	PAHO	59.64555555555555	-151.4763888888889	0.52
2045	PAIL	59.75361111111111	-154.91083333333333	0.51
2046	PAIM	65.99277777777777	-153.70416666666665	0.5
2047	PAJN	58.35472222222222	-134.57611111111112	0.51
2048	PAKN	58.67666666666666	-156.64916666666667	0.52
2049	PAKT	55.355555555555554	-131.7136111111111	0.55
2050	PALU	68.875	-166.10999999999999	0.56
2051	PAMC	62.95277777777778	-155.60555555555555	0.5
2052	PAMR	61.21416666666667	-149.84611111111113	0.73
2053	PANC	61.174166666666665	-149.9961111111111	0.58
2054	PANT	55.04222222222222	-131.57222222222222	0.64
2055	PAOM	64.51194444444444	-165.445	0.51
2056	PAOR	62.961111111111116	-141.92888888888888	0.5
2057	PAOT	66.88444444444445	-162.59833333333333	0.51
2058	PAPM	59.01111111111111	-161.81944444444443	0.59
2059	PASC	70.19472222222223	-148.46499999999997	0.52
2060	PASI	57.04694444444444	-135.36138888888888	0.75
2061	PASN	57.16722222222222	-170.22027777777777	0.74
2062	PASV	61.09722222222222	-155.57416666666666	0.51
2063	PASY	52.71222222222222	174.1136111111111	0.78
2064	PATA	65.17416666666666	-152.10916666666665	0.5
2065	PATC	65.56305555555555	-167.92222222222222	0.6
2066	PATK	62.32027777777778	-150.09361111111113	0.51
2067	PATL	62.89416666666666	-155.9763888888889	0.5
2068	PAUN	63.888333333333335	-160.79888888888888	0.5
2069	PAVD	61.13388888888889	-146.2483333333333	0.51
2070	PAWT	70.61333333333333	-159.86027777777778	0.51
2071	PAYA	59.503055555555555	-139.66	0.51
2072	PCIS	-2.7666666666666666	-0.0	5.92
2073	PFYU	66.57138888888889	-145.25027777777777	0.5
2074	PGRO	14.174444444444443	145.2433333333333	15.8
2075	PGSN	15.119444444444445	145.72916666666666	15.94
2076	PGUA	13.58388888888889	144.92999999999998	13.61
2077	PGUM	13.483888888888888	144.79694444444445	14.59
2078	PGWT	14.997777777777777	145.61916666666667	17.63
2079	PHBK	22.021666666666665	-159.78666666666666	5.53
2080	PHDH	21.579166666666666	-158.21027777777778	3.4
2081	PHHN	20.795555555555556	-156.01416666666665	1.92
2082	PHJH	20.962777777777777	-156.67416666666665	1.76
2083	PHKO	19.738611111111112	-156.04555555555555	30.03
2084	PHLI	21.97611111111111	-159.33861111111113	4.26
2085	PHMK	21.152777777777775	-157.09611111111113	3.92
2086	PHMU	20.00111111111111	-155.66805555555555	1.92
2087	PHNG	21.449166666666667	-157.76777777777778	5.16
2088	PHNL	21.315833333333334	-157.92666666666665	4.23
2089	PHNY	20.785555555555558	-156.95138888888889	1.81
2090	PHOG	20.898611111111112	-156.43055555555554	1.85
2091	PHSF	19.76	-155.5536111111111	5.63
2092	PHTO	19.720277777777778	-155.04861111111111	4.96
2093	PHUP	20.265	-155.85972222222222	4.46
2094	PJON	16.72861111111111	-169.53416666666666	3.71
2095	PKMA	11.340833333333334	162.32777777777778	12.92
2096	PKMJ	7.064722222222222	171.27194444444447	7.35
2097	PKWA	8.72	167.7313888888889	9.52
2098	PLCH	1.9861111111111112	-157.34972222222223	0.82
2099	PMDY	28.20138888888889	-177.3813888888889	7.04
2100	POLI	70.49944444444445	-149.87944444444446	0.71
2101	PPIZ	69.73277777777778	-163.0052777777778	0.5
2102	PTKK	7.461666666666667	151.8427777777778	12.72
2103	PTPN	6.985	158.20888888888888	8.2
2104	PTRO	7.3675	134.5438888888889	3.85
2105	PTSA	5.3566666666666665	162.95833333333331	4.96
2106	PTYA	9.49861111111111	138.0822222222222	13.53
2107	RCBS	24.431944444444447	118.35944444444443	41.21
2108	RCDC	22.672222222222224	120.46166666666667	16.37
2109	RCFN	22.756666666666668	121.09333333333333	3.02
2110	RCGI	22.674444444444447	121.45833333333334	7.62
2111	RCKH	22.575277777777778	120.35083333333333	16.38
2112	RCKU	23.461666666666666	120.39277777777778	8.73
2113	RCLG	24.18611111111111	120.65361111111112	6.5
2114	RCLY	22.029444444444444	121.52722222222222	13.8
2115	RCMT	26.223888888888887	120.0025	63.98
2116	RCNN	22.950277777777778	120.20555555555556	12.23
2117	RCQC	23.56861111111111	119.62805555555555	19.66
2118	RCSS	25.069444444444443	121.55166666666666	5.3
2119	RCTP	25.08	121.23222222222222	5.64
2120	RCWA	23.370833333333334	119.49444444444444	24.94
2121	RCYU	24.023055555555555	121.61777777777777	4.16
2122	RJAA	35.764722222222225	140.3863888888889	5.18
2123	RJAF	36.166666666666664	137.92277777777778	0.67
2124	RJAW	24.78388888888889	141.3225	8.8
2125	RJBD	33.66222222222222	135.36444444444444	1.78
2126	RJCB	42.733333333333334	143.21722222222223	1.88
2127	RJCC	42.775	141.69222222222223	0.77
2128	RJCH	41.769999999999996	140.82194444444445	0.89
2129	RJCJ	42.794444444444444	141.6663888888889	0.77
2130	RJCM	43.88055555555555	144.1638888888889	0.73
2131	RJCN	43.577222222222225	144.9597222222222	0.87
2132	RJCO	43.11611111111111	141.38	0.67
2133	RJCW	45.403888888888886	141.80083333333334	0.63
2134	RJDB	33.74888888888889	129.78527777777776	1.26
2135	RJDC	33.93	131.2788888888889	2.93
2136	RJDT	34.28472222222222	129.33027777777778	1.86
2137	RJEB	44.303888888888885	143.4038888888889	0.6
2138	RJEC	43.670833333333334	142.4475	0.74
2139	RJER	45.24194444444444	141.1863888888889	0.73
2140	RJFC	30.385555555555555	130.6588888888889	4.39
2141	RJFE	32.66611111111111	128.83277777777778	2.3
2142	RJFF	33.58638888888889	130.45	1.54
2143	RJFG	30.546666666666667	130.95	3.58
2144	RJFK	31.803333333333335	130.71916666666667	0.95
2145	RJFM	31.876944444444444	131.44833333333332	2.91
2146	RJFO	33.47944444444445	131.73722222222221	1.48
2147	RJFR	33.836111111111116	130.94694444444445	2.44
2148	RJFT	32.83722222222222	130.855	2.05
2149	RJFU	32.9225	129.92333333333332	0.81
2150	RJKA	28.430555555555557	129.71249999999998	11.16
2151	RJKN	27.83611111111111	128.88111111111112	11.95
2152	RJNK	36.39361111111111	136.4077777777778	1.8
2153	RJNN	35.255	136.92444444444445	3.63
2154	RJNO	36.18111111111111	133.32472222222222	3.5
2155	RJNT	36.64833333333333	137.18722222222223	1.17
2156	RJOA	34.43527777777778	132.92194444444445	3.28
2157	RJOB	34.75694444444444	133.85555555555555	2.25
2158	RJOC	35.41361111111111	132.89	2.71
2159	RJOH	35.492222222222225	133.23638888888888	1.94
2160	RJOK	33.544444444444444	133.67138888888888	6.01
2161	RJOM	33.827222222222225	132.69972222222222	2.49
2162	RJOO	34.78527777777778	135.43805555555556	5.35
2163	RJOR	35.53	134.1663888888889	1.14
2164	RJOS	34.132777777777775	134.6063888888889	2.18
2165	RJOT	34.21388888888889	134.01555555555555	2.31
2166	RJSA	40.73444444444444	140.69083333333333	1.95
2167	RJSC	38.41166666666666	140.3711111111111	0.55
2168	RJSI	39.43083333333333	141.13583333333332	0.61
2169	RJSK	39.61555555555556	140.2186111111111	0.62
2170	RJSM	40.70305555555556	141.36833333333334	0.8
2171	RJSS	38.13944444444444	140.91666666666666	2.89
2172	RJTH	33.115	139.78555555555556	7.1
2173	RJTO	34.78444444444444	139.36138888888888	1.25
2174	RJTQ	34.07194444444445	139.55972222222223	4.68
2175	RJTT	35.55222222222222	139.77944444444447	60.4
2176	RJTY	35.748333333333335	139.34833333333333	26.12
2177	RKJJ	35.12555555555556	126.80972222222222	3.89
2178	RKJK	35.90361111111111	126.61583333333333	2.36
2179	RKJY	34.83972222222222	127.61527777777778	2.39
2180	RKND	38.1475	128.60055555555556	4.2
2181	RKNN	37.75333333333333	128.9438888888889	2.88
2182	RKPC	33.51111111111111	126.49277777777777	1.09
2183	RKPK	35.17944444444444	128.93805555555556	2.98
2184	RKPU	35.593333333333334	129.35166666666666	2.83
2185	RKSM	37.44583333333333	127.11388888888888	9.15
2186	RKSO	37.09055555555556	127.02944444444444	9.44
2187	RKSS	37.558055555555555	126.79055555555556	8.61
2188	RKTH	35.98777777777778	129.42027777777776	2.62
2189	RKTN	35.89388888888889	128.65861111111113	3.37
2190	RKTY	36.63166666666667	128.35472222222222	3.85
2191	ROAH	26.195555555555554	127.64583333333334	9.74
2192	RODN	26.355555555555558	127.7675	11.0
2193	ROIG	24.344444444444445	124.18694444444445	13.6
2194	ROKJ	26.363333333333333	126.71361111111112	10.23
2195	ROMD	25.84638888888889	131.26333333333332	7.45
2196	ROMY	24.782777777777778	125.295	13.6
2197	RORK	25.947777777777777	131.3213888888889	7.45
2198	RORS	24.826666666666668	125.14472222222223	12.64
2199	RORY	27.04388888888889	128.4013888888889	18.16
2200	ROYN	24.466944444444444	122.97777777777777	11.4
2201	RPLL	14.508611111111112	121.01944444444445	83.83
2202	RPMC	7.164722222222222	124.21027777777778	19.06
2203	RPML	8.414444444444445	124.61138888888888	11.74
2204	RPMM	7.617222222222223	124.0586111111111	34.89
2205	RPMP	7.8277777777777775	123.46027777777778	16.14
2206	RPMZ	6.9222222222222225	122.05944444444444	10.78
2207	RPUB	16.375	120.61888888888888	10.86
2208	RPVA	11.227222222222222	125.02777777777777	6.73
2209	RPVB	10.6425	122.92944444444444	4.31
2210	RPVD	9.334166666666667	123.30194444444444	6.35
2211	RPVI	10.713055555555554	122.545	7.33
2212	RPVK	11.681111111111111	122.37777777777777	3.05
2213	RPVM	10.307500000000001	123.97916666666667	21.37
2214	RPVP	9.741944444444444	118.75861111111111	1.28
2215	RPVS	10.766111111111112	121.93222222222222	8.56
2216	SAAC	-31.296944444444446	-57.99638888888889	4.63
2217	SAAG	-33.005833333333335	-58.613055555555555	3.87
2218	SAAP	-31.794722222222223	-60.48027777777778	5.23
2219	SAAR	-32.90333333333333	-60.78444444444444	3.83
2220	SAAV	-31.711666666666666	-60.81166666666666	5.3
2221	SABE	-34.55916666666666	-58.41555555555556	1.6
2222	SACO	-31.32361111111111	-64.20777777777778	4.75
2223	SADL	-34.97222222222222	-57.894444444444446	4.11
2224	SAME	-32.83166666666667	-68.79277777777777	2.99
2225	SAMM	-35.48388888888889	-69.5825	2.6
2226	SAMR	-34.588055555555556	-68.4025	5.3
2227	SANC	-28.595555555555553	-65.75166666666667	0.83
2228	SANE	-27.765555555555554	-64.31	2.37
2229	SANL	-29.38138888888889	-66.79583333333333	1.31
2230	SANT	-26.840833333333332	-65.10472222222222	4.97
2231	SANU	-31.57138888888889	-68.41805555555555	3.06
2232	SAOC	-33.08555555555556	-64.26138888888889	4.28
2233	SAOD	-31.941111111111113	-65.14222222222223	1.24
2234	SAOU	-33.27305555555555	-66.35638888888889	0.67
2235	SARC	-27.44527777777778	-58.76166666666666	1.5
2236	SARE	-27.449722222222224	-59.05611111111111	1.21
2237	SARF	-26.2125	-58.22805555555556	0.99
2238	SARI	-25.7375	-54.473055555555554	6.09
2239	SARL	-29.689166666666665	-57.151944444444446	2.64
2240	SARP	-27.385833333333334	-55.970555555555556	2.98
2241	SASA	-24.855833333333333	-65.48611111111111	1.48
2242	SASJ	-24.392777777777777	-65.09777777777778	2.66
2243	SASO	-23.152777777777775	-64.32916666666667	0.53
2244	SAVB	-41.94305555555555	-71.53222222222222	1.13
2245	SAVC	-45.785	-67.46555555555555	5.69
2246	SAVD	-42.03055555555555	-71.16972222222223	1.12
2247	SAVE	-42.907777777777774	-71.13944444444445	1.06
2248	SAVT	-43.21027777777778	-65.27027777777778	1.28
2249	SAVV	-40.869166666666665	-63.000277777777775	1.27
2250	SAVY	-42.75888888888889	-65.10249999999999	1.94
2251	SAWA	-50.33527777777778	-72.24833333333333	1.22
2252	SAWD	-47.73527777777778	-65.9038888888889	4.89
2253	SAWE	-53.777499999999996	-67.74916666666667	0.7
2254	SAWG	-51.60861111111111	-69.3125	10.45
2255	SAWH	-54.84305555555556	-68.29555555555555	0.56
2256	SAWJ	-49.306666666666665	-67.8025	9.03
2257	SAWS	-44.04805555555556	-70.45916666666668	1.4
2258	SAWT	-51.60638888888889	-72.21666666666667	0.66
2259	SAWU	-50.01638888888889	-68.57916666666667	5.03
2260	SAZB	-38.724722222222226	-62.16916666666666	0.7
2261	SAZM	-37.93416666666666	-57.57333333333334	7.8
2262	SAZN	-38.94888888888889	-68.15555555555557	3.84
2263	SAZR	-36.588055555555556	-64.27527777777777	0.78
2264	SAZS	-41.151111111111106	-71.1575	0.79
2265	SAZT	-37.23722222222222	-59.22777777777778	1.8
2266	SAZV	-37.23527777777778	-57.02916666666667	7.41
2267	SAZY	-40.07527777777778	-71.13722222222223	0.57
2268	SBAA	-8.348333333333334	-49.30138888888889	0.51
2269	SBAQ	-21.811944444444446	-48.132777777777775	5.5
2270	SBAR	-10.983888888888888	-37.07027777777778	2.99
2271	SBAT	-9.865833333333333	-56.10611111111111	0.51
2272	SBAU	-21.141111111111112	-50.42472222222222	21.51
2273	SBBE	-1.3791666666666667	-48.476111111111116	3.12
2274	SBBG	-31.390277777777776	-54.11222222222222	5.08
2275	SBBH	-19.851666666666667	-43.95027777777778	4.27
2276	SBBI	-25.404999999999998	-49.231944444444444	4.47
2277	SBBR	-15.862499999999999	-47.9125	3.95
2278	SBBU	-22.345	-49.05361111111111	21.97
2279	SBBV	2.8461111111111115	-60.69	2.45
2280	SBCA	-25.00027777777778	-53.50055555555556	1.61
2281	SBCF	-19.63361111111111	-43.968611111111116	2.64
2282	SBCG	-20.46861111111111	-54.6725	3.37
2283	SBCH	-27.134166666666665	-52.656388888888884	1.31
2284	SBCI	-7.320277777777777	-47.45861111111111	0.51
2285	SBCP	-21.698333333333334	-41.30166666666666	2.08
2286	SBCR	-19.011666666666667	-57.672777777777775	1.69
2287	SBCT	-25.528333333333332	-49.175555555555555	3.02
2288	SBCV	-17.65222222222222	-39.253055555555555	0.53
2289	SBCX	-29.196944444444444	-51.1875	1.78
2290	SBCY	-15.652777777777779	-56.11666666666667	1.56
2291	SBCZ	-7.6	-72.76944444444445	0.5
2292	SBDN	-22.175	-51.42444444444444	8.47
2293	SBEG	-3.038611111111111	-60.04972222222222	5.89
2294	SBFC	-20.591944444444444	-47.382777777777775	0.73
2295	SBFI	-25.59611111111111	-54.48694444444445	5.37
2296	SBFL	-27.6725	-48.547777777777775	6.32
2297	SBFN	-3.854722222222222	-32.42333333333333	8.93
2298	SBFZ	-3.776111111111111	-38.5325	3.87
2299	SBGL	-22.80888888888889	-43.243611111111115	46.82
2300	SBGO	-16.63111111111111	-49.22222222222222	2.09
2301	SBGR	-23.432222222222222	-46.469166666666666	20.7
2302	SBHT	-3.253888888888889	-52.25388888888889	0.51
2303	SBIL	-14.815833333333334	-39.033055555555556	2.44
2304	SBIP	-19.470555555555553	-42.487500000000004	10.96
2305	SBIZ	-5.531111111111111	-47.46	0.59
2306	SBJF	-21.79138888888889	-43.38666666666666	1.51
2307	SBJP	-7.269722222222222	-35.89611111111111	1.68
2308	SBJV	-26.22472222222222	-48.79722222222222	5.22
2309	SBKP	-23.008055555555554	-47.13444444444444	9.33
2310	SBLN	-21.663888888888888	-49.73027777777778	17.13
2311	SBLO	-23.33361111111111	-51.13	1.85
2312	SBLP	-13.261944444444444	-43.408055555555556	0.51
2313	SBMA	-5.368333333333333	-49.13777777777778	0.58
2314	SBMG	-23.439722222222223	-51.90694444444444	4.62
2315	SBMK	-16.706666666666667	-43.81888888888889	0.59
2316	SBMO	-9.510277777777778	-35.79333333333333	3.38
2317	SBMQ	0.050555555555555555	-51.07194444444445	0.6
2318	SBNF	-26.88	-48.65138888888889	5.37
2319	SBNM	-28.281666666666666	-54.16888888888889	2.31
2320	SBNT	-5.911111111111111	-35.24777777777778	5.07
2321	SBPA	-29.99416666666667	-51.171388888888885	6.57
2322	SBPC	-21.842777777777776	-46.56777777777778	3.59
2323	SBPF	-28.24388888888889	-52.32638888888889	1.3
2324	SBPK	-31.71833333333333	-52.3275	11.35
2325	SBPL	-9.363888888888889	-40.56388888888888	0.63
2326	SBPN	-10.719166666666666	-48.39972222222222	0.54
2327	SBPP	-22.549444444444447	-55.7025	1.56
2328	SBPV	-8.709166666666667	-63.90222222222222	0.72
2329	SBRB	-9.86888888888889	-67.89361111111111	0.57
2330	SBRF	-8.12638888888889	-34.92333333333333	8.23
2331	SBRG	-32.0825	-52.16638888888889	17.05
2332	SBRJ	-22.910277777777775	-43.16305555555555	109.62
2333	SBRP	-21.134166666666665	-47.774166666666666	2.3
2334	SBSC	-22.932222222222222	-43.71888888888889	57.82
2335	SBSJ	-23.229166666666664	-45.86138888888889	3.4
2336	SBSL	-2.588611111111111	-44.23638888888889	2.23
2337	SBSM	-29.711111111111112	-53.68805555555555	2.85
2338	SBSP	-23.62666666666667	-46.655277777777776	33.47
2339	SBSR	-20.81638888888889	-49.406388888888884	8.46
2340	SBST	-23.925	-46.2875	8.98
2341	SBSV	-12.910833333333334	-38.33083333333334	11.63
2342	SBTE	-5.059722222222222	-42.82333333333334	1.43
2343	SBTF	-3.3827777777777777	-64.7238888888889	0.53
2344	SBTT	-4.2555555555555555	-69.93555555555555	0.53
2345	SBTU	-3.7849999999999997	-49.71944444444445	0.72
2346	SBUF	-9.400833333333333	-38.25055555555556	0.57
2347	SBUG	-29.781944444444445	-57.03805555555555	2.64
2348	SBUL	-18.88277777777778	-48.22555555555556	1.61
2349	SBUR	-19.765	-47.96472222222223	0.72
2350	SBVG	-21.59	-45.473333333333336	1.0
2351	SBVH	-12.694166666666668	-60.09805555555556	0.53
2352	SBVT	-20.255555555555556	-40.288888888888884	11.28
2353	SBYS	-21.985277777777778	-47.338055555555556	4.97
2354	SCAC	-41.90611111111111	-73.79666666666667	6.48
2355	SCAP	-43.61527777777778	-71.80694444444444	1.08
2356	SCAR	-18.348333333333333	-70.3386111111111	22.97
2357	SCBA	-45.91583333333333	-71.68916666666667	0.72
2358	SCCC	-46.58166666666667	-71.6975	0.54
2359	SCCF	-22.498611111111114	-68.90416666666667	17.55
2360	SCCI	-53.00277777777778	-70.85472222222222	0.56
2361	SCCY	-45.594166666666666	-72.1061111111111	0.59
2362	SCDA	-20.535	-70.18111111111112	22.02
2363	SCEL	-33.39277777777778	-70.78555555555555	107.29
2364	SCFA	-23.444444444444446	-70.44500000000001	15.28
2365	SCGE	-37.401666666666664	-72.42555555555556	9.98
2366	SCHA	-27.296111111111113	-70.41361111111112	28.83
2367	SCIE	-36.7725	-73.06305555555555	15.36
2368	SCIP	-27.16472222222222	-109.42166666666667	1.53
2369	SCJO	-40.61138888888889	-73.06027777777777	3.84
2370	SCSE	-29.91638888888889	-71.19111111111111	15.61
2371	SCTC	-38.76861111111111	-72.63583333333334	9.79
2372	SCTE	-41.43861111111111	-73.09388888888888	3.2
2373	SCTI	-33.49333333333333	-70.6975	74.2
2374	SCTN	-42.933055555555555	-72.69916666666667	6.21
2375	SCVD	-39.64972222222222	-73.08611111111111	10.21
2376	SEAM	-1.2125	-78.57416666666666	12.6
2377	SECO	-0.4627777777777778	-76.9863888888889	1.3
2378	SECU	-2.8894444444444445	-78.98416666666667	8.2
2379	SEGS	-0.45361111111111113	-90.26583333333333	11.99
2380	SEGU	-2.1577777777777776	-79.88388888888889	11.88
2381	SELA	0.09222222222222222	-76.86916666666666	1.32
2382	SEMC	-2.2991666666666664	-78.12055555555555	1.09
2383	SEMH	-3.2688888888888887	-79.96166666666667	14.0
2384	SEMT	-0.9455555555555556	-80.67805555555556	10.25
2385	SEPV	-1.041388888888889	-80.47194444444445	9.68
2386	SEQU	-0.1411111111111111	-78.48805555555556	10.66
2387	SESA	-2.2047222222222222	-80.98861111111111	16.51
2388	SETR	-0.12277777777777778	-76.33749999999999	1.57
2389	SETU	0.8094444444444445	-77.70805555555556	10.22
2390	SGAS	-25.239722222222223	-57.51888888888889	12.2
2391	SKAR	4.453611111111111	-75.76527777777778	94.05
2392	SKAS	0.505	-76.50083333333333	2.45
2393	SKBG	7.126388888888888	-73.18472222222222	21.78
2394	SKBO	4.701388888888889	-74.14694444444446	25.94
2395	SKBQ	10.889444444444443	-74.78055555555555	14.22
2396	SKBS	6.202777777777778	-77.39444444444445	1.72
2397	SKBU	3.819444444444444	-76.98972222222223	0.9
2398	SKCC	7.9275	-72.51138888888889	12.48
2399	SKCD	5.071666666666666	-76.6763888888889	0.68
2400	SKCG	10.442222222222222	-75.51277777777777	8.42
2401	SKCL	3.5430555555555556	-76.38138888888888	15.08
2402	SKCO	1.8141666666666667	-78.74916666666667	5.09
2403	SKCZ	9.3325	-75.28555555555555	8.13
2404	SKEJ	7.024166666666667	-73.80666666666666	3.43
2405	SKFL	1.590277777777778	-75.56388888888888	2.98
2406	SKGP	2.57	-77.89833333333334	4.11
2407	SKIB	4.421388888888889	-75.13305555555554	61.75
2408	SKIP	0.8616666666666667	-77.67166666666667	10.22
2409	SKLT	-4.1930555555555555	-69.94250000000001	0.51
2410	SKMD	6.22	-75.59055555555555	21.73
2411	SKMG	9.283333333333333	-74.83944444444444	7.28
2412	SKMR	8.823611111111111	-75.82583333333334	7.41
2413	SKMU	1.253611111111111	-70.23361111111112	0.51
2414	SKMZ	5.029722222222222	-75.465	42.29
2415	SKNV	2.95	-75.29388888888889	9.23
2416	SKOC	8.314722222222223	-73.35833333333333	3.98
2417	SKOT	7.010277777777778	-74.71527777777779	1.97
2418	SKPC	6.184444444444445	-67.49305555555556	3.04
2419	SKPE	4.8125	-75.73944444444444	133.64
2420	SKPP	2.454166666666667	-76.61	2.23
2421	SKPS	1.396388888888889	-77.29083333333332	20.79
2422	SKPV	13.356944444444444	-81.35833333333333	13.7
2423	SKRG	6.164444444444444	-75.42305555555556	33.53
2424	SKRH	11.526111111111112	-72.92583333333334	11.79
2425	SKSA	6.958055555555556	-71.85499999999999	0.89
2426	SKSJ	2.5794444444444444	-72.63916666666667	0.59
2427	SKSM	11.119444444444445	-74.23055555555555	14.45
2428	SKSP	12.583333333333334	-81.71111111111111	13.64
2429	SKSV	2.151944444444444	-74.76611111111112	0.77
2430	SKTD	5.430277777777778	-71.65805555555556	1.91
2431	SKTM	6.450833333333334	-71.76	0.72
2432	SKTU	8.074444444444444	-76.74111111111111	1.33
2433	SKUC	7.068611111111111	-70.73666666666666	3.77
2434	SKUI	5.690555555555556	-76.64111111111112	1.0
2435	SKUL	4.088333333333333	-76.235	7.87
2436	SKVP	10.435	-73.24944444444445	3.38
2437	SKVV	4.167777777777778	-73.61361111111111	15.86
2438	SLAP	-14.739444444444443	-68.41083333333334	0.52
2439	SLBJ	-22.769444444444442	-64.315	0.58
2440	SLCA	-20.006944444444443	-63.527499999999996	0.54
2441	SLCB	-17.420833333333334	-66.17694444444444	7.62
2442	SLCO	-11.040277777777778	-68.78277777777778	0.51
2443	SLCP	-16.143333333333334	-62.02583333333333	2.24
2444	SLGY	-10.821666666666667	-65.34583333333333	0.52
2445	SLJO	-13.052777777777779	-64.66166666666668	2.11
2446	SLLP	-16.513055555555557	-68.19222222222223	29.11
2447	SLMG	-13.25361111111111	-64.06277777777777	0.95
2448	SLPO	-19.543333333333337	-65.7238888888889	23.85
2449	SLPS	-18.975277777777777	-57.82055555555556	2.28
2450	SLRI	-11.010277777777778	-66.07333333333332	0.83
2451	SLRQ	-14.428333333333333	-67.50138888888888	0.56
2452	SLSB	-14.8575	-66.7375	0.53
2453	SLSU	-19.006944444444443	-65.28888888888889	3.72
2454	SLTJ	-21.555555555555557	-64.70083333333334	2.78
2455	SLTR	-14.819444444444445	-64.91833333333334	2.62
2456	SLVR	-17.64472222222222	-63.13527777777778	2.55
2457	SMJP	5.452777777777778	-55.187777777777775	4.21
2458	SMZO	5.810833333333333	-55.190555555555555	6.18
2459	SOCA	4.819722222222222	-52.36027777777778	10.99
2460	SPCL	-8.377777777777778	-74.57416666666666	1.51
2461	SPEO	-9.150833333333333	-78.52361111111111	7.82
2462	SPGM	-9.29	-76.00583333333333	0.61
2463	SPHI	-6.787222222222222	-79.82805555555555	9.32
2464	SPHO	-13.154722222222222	-74.20416666666667	3.52
2465	SPHY	-13.706388888888888	-73.35027777777778	3.81
2466	SPHZ	-9.347222222222223	-77.59833333333333	7.77
2467	SPIM	-12.021666666666668	-77.11416666666666	22.2
2468	SPJI	-7.169444444444445	-76.72777777777777	0.76
2469	SPJL	-15.466944444444444	-70.15805555555556	7.9
2470	SPME	-3.5524999999999998	-80.38083333333333	11.69
2471	SPMS	-5.893888888888888	-76.11833333333333	0.57
2472	SPPY	-6.201666666666667	-77.85583333333332	2.75
2473	SPQT	-3.7847222222222223	-73.3086111111111	0.79
2474	SPQU	-16.340833333333332	-71.58305555555555	33.61
2475	SPRU	-8.084722222222222	-79.10944444444443	7.43
2476	SPSO	-13.74472222222222	-76.22027777777778	12.01
2477	SPST	-6.508611111111111	-76.37305555555555	3.33
2478	SPTN	-18.053333333333335	-70.27583333333334	37.61
2479	SPTU	-12.61361111111111	-69.22888888888889	0.53
2480	SPUR	-5.205555555555556	-80.61638888888888	33.98
2481	SPYL	-4.576388888888888	-81.2538888888889	25.39
2482	SPZO	-13.535555555555556	-71.93861111111111	3.36
2483	SUAA	-34.78916666666667	-56.26444444444444	8.3
2484	SUAG	-30.400555555555552	-56.507777777777775	2.97
2485	SUCA	-34.45638888888889	-57.77055555555555	2.19
2486	SUMO	-32.33777777777778	-54.21666666666667	6.96
2487	SUMU	-34.83777777777778	-56.030277777777776	8.7
2488	SUPE	-34.91361111111111	-54.92055555555555	8.02
2489	SUPU	-32.365	-58.06111111111111	5.4
2490	SURV	-30.974444444444444	-55.476111111111116	3.76
2491	SUSO	-31.439722222222223	-57.99055555555556	6.37
2492	SUTB	-31.74888888888889	-55.925555555555555	4.35
2493	SVAC	9.553333333333335	-69.23777777777778	9.95
2494	SVAN	9.429166666666665	-64.47083333333333	3.8
2495	SVBC	10.106944444444444	-64.6888888888889	10.45
2496	SVBI	8.619444444444445	-70.22055555555556	5.65
2497	SVBM	10.0425	-69.35833333333333	2.86
2498	SVCB	8.121944444444445	-63.536944444444444	4.44
2499	SVCN	6.231944444444444	-62.85416666666667	0.62
2500	SVCP	10.66	-63.26166666666666	2.82
2501	SVCR	11.414722222222222	-69.68083333333334	5.54
2502	SVCU	10.450277777777776	-64.13027777777778	2.44
2503	SVGI	10.573888888888888	-62.3125	2.82
2504	SVGU	9.026944444444446	-69.755	7.8
2505	SVJC	11.780833333333334	-70.15166666666667	6.73
2506	SVLF	8.239166666666666	-72.27083333333333	5.3
2507	SVMC	10.558055555555557	-71.72777777777777	14.82
2508	SVMD	8.581944444444444	-71.16083333333334	7.93
2509	SVMG	10.9125	-63.96638888888889	2.82
2510	SVMI	10.603055555555555	-66.99055555555556	5.78
2511	SVMT	9.749166666666666	-63.15222222222222	4.85
